Temperature,Dew,Humidity,Pressure,Precipitation,distnace_from_shoreline,Developed_High_Intensity_area,Woody_Wetlands,elevation,wind_speed
66.1,58,77.4,29.8,0,93.05,4.36725432,1.90633014,289,5.5
67.4,60.8,81.4,29.7,0,93.05,4.36725432,1.90633014,289,8.7
72.4,61.3,69.5,29.7,0,93.05,4.36725432,1.90633014,289,9.4
61,38.7,44.3,29.9,0,93.05,4.36725432,1.90633014,289,12.5
54.6,32.3,44.2,30,0,93.05,4.36725432,1.90633014,289,6.2
61.7,55,79.2,29.8,0,93.05,4.36725432,1.90633014,289,6.7
68.8,61.3,78.1,29.8,0,93.05,4.36725432,1.90633014,289,8.1
57.4,39.3,53,29.9,0,93.05,4.36725432,1.90633014,289,7.5
55.7,41.5,61.8,29.8,0,93.05,4.36725432,1.90633014,289,6.3
68.1,59.6,75.1,29.7,0,93.05,4.36725432,1.90633014,289,11.5
61.9,51.9,71.3,29.9,0.12,93.05,4.36725432,1.90633014,289,10.5
49.1,32,52.8,29.9,0,93.05,4.36725432,1.90633014,289,7.2
49.3,44.5,84,29.8,0,93.05,4.36725432,1.90633014,289,4.1
55.5,48.9,79.5,29.8,0,93.05,4.36725432,1.90633014,289,4.4
54.9,42.4,66,29.8,0,93.05,4.36725432,1.90633014,289,3.3
59.4,50.6,73.6,29.8,0,93.05,4.36725432,1.90633014,289,5.9
44.7,28.5,56.1,29.9,0,255.6,3.11177295,0.23003838,299,7.2
44.7,30.3,59.6,29.8,0,255.6,3.11177295,0.23003838,299,3.9
46.2,33.6,64,29.7,0,255.6,3.11177295,0.23003838,299,7.4
56.8,45.6,67.5,29.4,0,255.6,3.11177295,0.23003838,299,11.8
45.6,25.7,48.8,29.6,0,255.6,3.11177295,0.23003838,299,3.7
45.5,39.4,80.1,29.5,0,255.6,3.11177295,0.23003838,299,7.2
41.4,35.5,79.4,29.7,0.18,255.6,3.11177295,0.23003838,299,6.5
46.3,41.4,83.4,29.6,0,255.6,3.11177295,0.23003838,299,6.3
48,45.3,90.2,29.7,0,255.6,3.11177295,0.23003838,299,5.6
39.6,37.1,91.3,29.7,0,255.6,3.11177295,0.23003838,299,7
35.9,33.1,90,29.7,0.38,255.6,3.11177295,0.23003838,299,8.1
31.2,23.4,73.5,29.8,0,255.6,3.11177295,0.23003838,299,8.8
30.2,20.4,67.2,29.8,0,255.6,3.11177295,0.23003838,299,10.2
22.3,15.7,76.4,29.8,0,255.6,3.11177295,0.23003838,299,10.7
15.1,7.9,73.8,29.8,0.38,255.6,3.11177295,0.23003838,299,11.4
12.4,3.2,54.4,29.8,0.01,255.6,3.11177295,0.23003838,299,3.6
16.4,13.9,65.8,26.7,0,255.6,3.11177295,0.23003838,299,6.7
21.9,16,54.4,22.1,0,255.6,3.11177295,0.23003838,299,4.8
24.1,13.9,49.5,24.3,0,255.6,3.11177295,0.23003838,299,2.2
43.5,26.6,52,29.8,0,255.6,3.11177295,0.23003838,299,6.4
46.3,36.6,69.3,29.7,0,255.6,3.11177295,0.23003838,299,9.8
52.2,33.4,53.4,29.8,0.01,255.6,3.11177295,0.23003838,299,5.2
59.9,33.5,39.2,29.6,0,255.6,3.11177295,0.23003838,299,9.8
62.1,50.9,67.5,29.6,0,255.6,3.11177295,0.23003838,299,8.9
50.8,40.6,70.3,29.7,0,255.6,3.11177295,0.23003838,299,11.2
45.5,44.7,89.1,29.1,0,255.6,3.11177295,0.23003838,299,4.8
55.8,53.1,90.5,29.5,0,255.6,3.11177295,0.23003838,299,5.2
68.7,64,85,29.4,0.13,255.6,3.11177295,0.23003838,299,10.2
67.7,58.2,72.6,29.6,0,255.6,3.11177295,0.23003838,299,4.6
68,63.8,87,29.3,0.01,255.6,3.11177295,0.23003838,299,4.9
77.8,68.4,74.1,29.2,0,255.6,3.11177295,0.23003838,299,9.2
68.7,59.4,72.8,29.4,0.03,255.6,3.11177295,0.23003838,299,11.3
63.8,48.3,60.4,29.7,0,255.6,3.11177295,0.23003838,299,6.2
69.6,50.7,54.2,29.8,0,255.6,3.11177295,0.23003838,299,4.3
68,48.2,50.3,29.7,0,255.6,3.11177295,0.23003838,299,6.1
74.8,58.8,58.6,29.5,0,255.6,3.11177295,0.23003838,299,11.6
75.8,67.5,76.2,29.4,0,255.6,3.11177295,0.23003838,299,10.8
59.2,54.5,84.4,29.6,0.34,255.6,3.11177295,0.23003838,299,9.6
57.3,54.6,90.7,29.6,0.38,255.6,3.11177295,0.23003838,299,9.3
60.4,54.1,80.4,29.8,0,255.6,3.11177295,0.23003838,299,8.3
64.4,46.6,55.3,29.9,0,255.6,3.11177295,0.23003838,299,5.5
65.2,46.8,55.1,29.8,0,255.6,3.11177295,0.23003838,299,5.2
70.7,56.6,62.1,29.7,0,255.6,3.11177295,0.23003838,299,6.7
72.6,62.6,72.3,29.6,0,255.6,3.11177295,0.23003838,299,7.8
70.5,66.6,87.4,29.5,0.4,255.6,3.11177295,0.23003838,299,7.8
71.4,66.3,84.5,29.5,0.35,255.6,3.11177295,0.23003838,299,6.8
71.6,67.1,86,29.5,1.11,255.6,3.11177295,0.23003838,299,6.8
72.9,68.4,85.9,29.6,0.1,255.6,3.11177295,0.23003838,299,8.3
72.1,68.2,87.6,29.7,0.23,255.6,3.11177295,0.23003838,299,7
75,66.6,76.3,29.8,0.06,255.6,3.11177295,0.23003838,299,4.3
76.8,63.8,66,29.8,0,255.6,3.11177295,0.23003838,299,5
76.5,63.5,64.8,29.7,0,255.6,3.11177295,0.23003838,299,6.1
75.4,68.2,78.9,29.6,0.03,255.6,3.11177295,0.23003838,299,9.3
73.1,68,84.8,29.7,3.77,255.6,3.11177295,0.23003838,299,5.2
80,70.3,73.1,29.6,0,255.6,3.11177295,0.23003838,299,8.4
72.2,66.2,82.5,29.6,0.98,255.6,3.11177295,0.23003838,299,8.1
68.8,57.3,67.8,29.6,0,255.6,3.11177295,0.23003838,299,8.9
62.6,52.2,69.6,29.8,0,255.6,3.11177295,0.23003838,299,5.9
69.5,59.8,72.7,29.7,0,255.6,3.11177295,0.23003838,299,4.3
85.5,74,69.9,29.6,0,255.6,3.11177295,0.23003838,299,5.6
77.4,72.4,85.1,29.6,0.3,255.6,3.11177295,0.23003838,299,5.7
78.5,68.9,74.5,29.6,0.01,255.6,3.11177295,0.23003838,299,4.2
80,66.2,64.8,29.6,0,255.6,3.11177295,0.23003838,299,3.8
80.2,65.7,62.6,29.7,0,255.6,3.11177295,0.23003838,299,3.6
83,67,60.2,29.6,0,255.6,3.11177295,0.23003838,299,4.4
83.5,69.5,63.6,29.6,0,255.6,3.11177295,0.23003838,299,7.8
85.7,72.8,67.2,29.6,0,255.6,3.11177295,0.23003838,299,9.6
85.8,73.6,68.2,29.6,0,255.6,3.11177295,0.23003838,299,10.4
87.5,74.1,66.2,29.6,0,255.6,3.11177295,0.23003838,299,10
87.1,72.3,63.6,29.6,0,255.6,3.11177295,0.23003838,299,8.8
87.6,71.8,61.8,29.6,0,255.6,3.11177295,0.23003838,299,7.5
88,72.6,61.9,29.7,0,255.6,3.11177295,0.23003838,299,5.6
71,64.5,72.2,29.7,0,255.6,3.11177295,0.23003838,299,4.4
80.2,71.8,77,29.6,0.02,255.6,3.11177295,0.23003838,299,3.9
81.3,72.3,75.1,29.5,0,255.6,3.11177295,0.23003838,299,4.9
78.5,73.2,84.2,29.5,0,255.6,3.11177295,0.23003838,299,6.2
78.5,73.3,84.9,29.6,1.6,255.6,3.11177295,0.23003838,299,3.9
76.7,74.2,92.3,29.6,0.46,255.6,3.11177295,0.23003838,299,5
83.4,74.8,76.8,29.5,0.63,255.6,3.11177295,0.23003838,299,8.2
85.6,74.4,70.3,29.5,0,255.6,3.11177295,0.23003838,299,6.4
87.1,74,66.8,29.6,0,255.6,3.11177295,0.23003838,299,5.8
87,71.9,62.8,29.6,0,255.6,3.11177295,0.23003838,299,3.5
87.9,71.9,61.1,29.6,0,255.6,3.11177295,0.23003838,299,1.6
90.2,74.4,61.9,29.6,0,255.6,3.11177295,0.23003838,299,2.1
86.5,74.2,68.3,29.6,0,255.6,3.11177295,0.23003838,299,7
82.6,71.8,71.5,29.6,0.19,255.6,3.11177295,0.23003838,299,4.6
80.5,71.6,75.4,29.6,0,255.6,3.11177295,0.23003838,299,5.1
83.8,72.8,71.1,29.6,0,255.6,3.11177295,0.23003838,299,5.7
82.5,71.4,70.6,29.4,0,255.6,3.11177295,0.23003838,299,6.5
84.5,70.6,64.8,29.4,0,255.6,3.11177295,0.23003838,299,2.9
60.2,47.3,64.8,29.8,0,255.6,3.11177295,0.23003838,299,6.1
50.9,45.1,80.9,29.9,0,255.6,3.11177295,0.23003838,299,10.2
45.7,42.4,88.5,29.9,0.56,255.6,3.11177295,0.23003838,299,9.9
46.8,36.3,69.6,29.9,0.71,255.6,3.11177295,0.23003838,299,5.1
47,34.6,65.9,29.8,0,255.6,3.11177295,0.23003838,299,3.4
49.9,37.7,66.1,29.8,0,255.6,3.11177295,0.23003838,299,1.4
55,43.1,66.6,29.8,0,255.6,3.11177295,0.23003838,299,3.5
59.3,45.3,62.9,29.8,0,255.6,3.11177295,0.23003838,299,5.6
61.2,52.8,74.8,29.8,0,255.6,3.11177295,0.23003838,299,6.2
64.3,57.6,79.6,29.6,0,255.6,3.11177295,0.23003838,299,8.3
61.4,53.2,77.3,29.5,0.88,255.6,3.11177295,0.23003838,299,6.9
53.6,37.2,56.2,29.7,0,255.6,3.11177295,0.23003838,299,7.9
48.8,28.3,48,29.8,0,255.6,3.11177295,0.23003838,299,6.5
55,38.9,56.6,29.7,0,255.6,3.11177295,0.23003838,299,3.7
63,52.1,68.6,29.7,0,255.6,3.11177295,0.23003838,299,5.2
68.4,60.3,76.5,29.6,0,255.6,3.11177295,0.23003838,299,12
70.6,60.1,71.2,29.6,0,255.6,3.11177295,0.23003838,299,12.4
54,33.1,48.6,29.9,0,255.6,3.11177295,0.23003838,299,10.4
46.3,25.4,47.6,30,0,255.6,3.11177295,0.23003838,299,4.8
56.3,40.5,57.3,29.8,0,255.6,3.11177295,0.23003838,299,6.7
64.1,58.6,82.4,29.7,0,255.6,3.11177295,0.23003838,299,8.1
52.7,35.4,54.9,29.8,0.01,255.6,3.11177295,0.23003838,299,3.5
53.4,36.4,55,29.8,0,255.6,3.11177295,0.23003838,299,7.8
61.6,47.9,60.9,29.7,0,255.6,3.11177295,0.23003838,299,10.8
57.5,51,80.3,29.8,0.23,255.6,3.11177295,0.23003838,299,9.6
43,28,58.5,29.9,0,255.6,3.11177295,0.23003838,299,2.9
46.2,36.6,70.9,29.7,0,255.6,3.11177295,0.23003838,299,7.2
53.2,45.2,77.3,29.7,0.19,255.6,3.11177295,0.23003838,299,4.5
54.8,40.8,61.8,29.7,0,255.6,3.11177295,0.23003838,299,5.3
58.8,47,66.3,29.7,0,255.6,3.11177295,0.23003838,299,7.2
57.5,29.5,37,29.8,0,108.7,15.88411539,1.98868527,450,5.1
60.1,33.8,39.6,29.6,0,108.7,15.88411539,1.98868527,450,8.3
67.3,52.1,61.5,29.4,0,108.7,15.88411539,1.98868527,450,10.5
72.2,53.9,60.1,29.2,0,108.7,15.88411539,1.98868527,450,8.8
61.6,43.7,52.6,29.3,0,108.7,15.88411539,1.98868527,450,10.5
61.6,48.9,72,29.3,0,108.7,15.88411539,1.98868527,450,8.6
64.3,42.7,46.8,29.4,0,108.7,15.88411539,1.98868527,450,12.2
68.2,59.5,75.3,29.3,0,108.7,15.88411539,1.98868527,450,7.7
70,64.1,84.6,29.4,0,108.7,15.88411539,1.98868527,450,8.1
69,62.8,81.4,29.4,0,108.7,15.88411539,1.98868527,450,10.7
44,43.1,96.8,29.4,0,108.7,15.88411539,1.98868527,450,12.5
40.1,38.3,93.9,29.6,0,108.7,15.88411539,1.98868527,450,8.6
35.6,33.7,92.8,29.6,0.01,108.7,15.88411539,1.98868527,450,9.1
31.6,29.9,93.3,29.6,0,108.7,15.88411539,1.98868527,450,12
24.6,17,74.5,29.8,0,108.7,15.88411539,1.98868527,450,17.2
0,0,0,0,0,108.7,15.88411539,1.98868527,450,5.5
25.8,20.2,50.5,20.4,0,108.7,15.88411539,1.98868527,450,9.6
31.6,19.5,49.2,24.9,0,108.7,15.88411539,1.98868527,450,5.6
39,27.3,44.3,22.3,0,108.7,15.88411539,1.98868527,450,8.7
45.8,35.9,47.3,21.4,0,108.7,15.88411539,1.98868527,450,5.6
45.2,36.8,47.4,20.7,0,108.7,15.88411539,1.98868527,450,3.5
53.6,46.6,62.2,23.8,0,108.7,15.88411539,1.98868527,450,8.7
72.8,62,73,29.4,0,108.7,15.88411539,1.98868527,450,6.6
75.3,64.6,72.4,29.4,0,108.7,15.88411539,1.98868527,450,10.2
65.7,58.2,77.8,29.3,0,108.7,15.88411539,1.98868527,450,8.7
70,61.6,75.5,29.3,0,108.7,15.88411539,1.98868527,450,6.6
75.8,66.6,74.6,29.2,0,108.7,15.88411539,1.98868527,450,8.9
71.8,65.6,84.2,29.4,0.16,108.7,15.88411539,1.98868527,450,9.3
83,57.3,50.6,29.1,0.07,108.7,15.88411539,1.98868527,450,8.6
89.7,66.4,52.9,29,0,108.7,15.88411539,1.98868527,450,9.7
79.8,67.5,68.8,29.2,0,108.7,15.88411539,1.98868527,450,13.3
79.3,55.3,47.4,29.5,0.01,108.7,15.88411539,1.98868527,450,10.3
80.1,59,52.7,29.6,0,108.7,15.88411539,1.98868527,450,8
80,52.9,42.9,29.5,0,108.7,15.88411539,1.98868527,450,10.9
83,68,63.3,29.3,0,108.7,15.88411539,1.98868527,450,17.7
88.7,67.7,53.4,29.2,0,108.7,15.88411539,1.98868527,450,11.3
86.4,72.5,65.5,29.2,0,108.7,15.88411539,1.98868527,450,13.3
82.2,70,71.3,29.3,0,108.7,15.88411539,1.98868527,450,15.5
68.2,64.7,88.8,29.5,0.08,108.7,15.88411539,1.98868527,450,10.6
73.2,60.2,64.7,29.6,0.03,108.7,15.88411539,1.98868527,450,8.5
78.1,63,62.2,29.6,0,108.7,15.88411539,1.98868527,450,10.7
77.7,67.7,72.7,29.4,0,108.7,15.88411539,1.98868527,450,15.8
80.1,69.9,73.1,29.3,0.02,108.7,15.88411539,1.98868527,450,10.7
83.4,71.7,70.2,29.2,0,108.7,15.88411539,1.98868527,450,16.3
81.8,70.3,69.2,29.2,0.48,108.7,15.88411539,1.98868527,450,12.4
72.6,64.6,77.3,29.2,0.45,108.7,15.88411539,1.98868527,450,13.4
77,61.9,63.6,29.3,0.29,108.7,15.88411539,1.98868527,450,8.1
80.3,68.8,70.4,29.4,0,108.7,15.88411539,1.98868527,450,9.8
81.6,68.8,67.8,29.4,0,108.7,15.88411539,1.98868527,450,11
80.6,69.5,71.6,29.5,0,108.7,15.88411539,1.98868527,450,10.7
80.5,71.2,75.1,29.4,0,108.7,15.88411539,1.98868527,450,13.4
83.7,72,70,29.4,0,108.7,15.88411539,1.98868527,450,14.1
85.8,72.2,66.1,29.4,0,108.7,15.88411539,1.98868527,450,14.7
84.9,71.6,66.3,29.4,0,108.7,15.88411539,1.98868527,450,15.7
85.1,72.7,68.1,29.3,0,108.7,15.88411539,1.98868527,450,15.7
76.6,69.1,79,29.4,0,108.7,15.88411539,1.98868527,450,15
81.7,71.6,73.3,29.4,0.42,108.7,15.88411539,1.98868527,450,13.5
82.2,71.4,71.2,29.4,0,108.7,15.88411539,1.98868527,450,15
89.8,70.9,57.2,29.4,0,108.7,15.88411539,1.98868527,450,10.8
82.5,73.5,76.1,29.4,0,108.7,15.88411539,1.98868527,450,10.5
80.1,73.8,82.2,29.4,1.31,108.7,15.88411539,1.98868527,450,7
83,73.4,74.3,29.4,0.06,108.7,15.88411539,1.98868527,450,7.1
84.2,74.3,73,29.5,0,108.7,15.88411539,1.98868527,450,7
81.6,74.8,81,29.5,0.24,108.7,15.88411539,1.98868527,450,8.8
86,73.1,68.6,29.4,0,108.7,15.88411539,1.98868527,450,12.8
87.8,72.4,62.6,29.4,0,108.7,15.88411539,1.98868527,450,15.4
88.5,72.3,60.5,29.4,0,108.7,15.88411539,1.98868527,450,16.2
88.1,69.9,58.6,29.4,0,108.7,15.88411539,1.98868527,450,15.3
85.4,72.4,68.4,29.4,0,108.7,15.88411539,1.98868527,450,12.8
88,71.4,61.7,29.4,0,108.7,15.88411539,1.98868527,450,13.7
87,72.1,64,29.5,0,108.7,15.88411539,1.98868527,450,11.8
86.4,72.4,65.9,29.5,0,108.7,15.88411539,1.98868527,450,9.1
87.5,72,62.8,29.4,0,108.7,15.88411539,1.98868527,450,7.3
87.6,71.8,62.3,29.3,0,108.7,15.88411539,1.98868527,450,9.3
88.5,73.2,63,29.3,0,108.7,15.88411539,1.98868527,450,12.9
90.1,74.7,62.6,29.3,0,108.7,15.88411539,1.98868527,450,14.1
90.2,72.8,60.2,29.4,0,108.7,15.88411539,1.98868527,450,15
86.4,73.1,67.6,29.3,0,108.7,15.88411539,1.98868527,450,13.1
87,74.1,67.3,29.4,0,108.7,15.88411539,1.98868527,450,12.5
86.6,71,64.7,29.4,0,108.7,15.88411539,1.98868527,450,12
87.3,71.1,62.3,29.4,0,108.7,15.88411539,1.98868527,450,11.6
88.5,71,59.4,29.4,0,108.7,15.88411539,1.98868527,450,12.4
88.4,72.3,61.1,29.4,0,108.7,15.88411539,1.98868527,450,11.7
87.8,70.6,60.3,29.4,0,108.7,15.88411539,1.98868527,450,8.5
85.8,68.9,60.9,29.3,0,108.7,15.88411539,1.98868527,450,9.7
84.9,71.8,67.9,29.3,0.32,108.7,15.88411539,1.98868527,450,8.7
87.1,71.6,63.4,29.3,0,108.7,15.88411539,1.98868527,450,8.9
88.8,69.7,55.7,29.3,0,108.7,15.88411539,1.98868527,450,7.4
89.5,70.5,57.2,29.2,0,108.7,15.88411539,1.98868527,450,10.3
75.4,62.9,67.3,29.5,0,108.7,15.88411539,1.98868527,450,10.6
75.2,63.1,68,29.6,0,108.7,15.88411539,1.98868527,450,9.9
67.8,62.4,84.4,29.5,0,108.7,15.88411539,1.98868527,450,12.1
55.5,52.9,91.2,29.7,0.58,108.7,15.88411539,1.98868527,450,9.8
58.5,50.4,75.4,29.7,0,108.7,15.88411539,1.98868527,450,3.9
61.2,51.8,73.3,29.6,0,108.7,15.88411539,1.98868527,450,4.3
65.3,54,70,29.6,0,108.7,15.88411539,1.98868527,450,6.8
71.3,60.9,71.2,29.6,0,108.7,15.88411539,1.98868527,450,8.8
72.7,62.3,71.2,29.6,0,108.7,15.88411539,1.98868527,450,8
75,64.5,71,29.4,0,108.7,15.88411539,1.98868527,450,11.8
72.4,63.6,75.3,29.4,0,108.7,15.88411539,1.98868527,450,7.8
68.8,56.9,65.9,29.6,0,108.7,15.88411539,1.98868527,450,4.5
67.5,41.7,42.2,29.7,0,108.7,15.88411539,1.98868527,450,8.7
69.7,56.2,63.8,29.6,0,108.7,15.88411539,1.98868527,450,7.9
71.7,62.5,75.9,29.6,0,108.7,15.88411539,1.98868527,450,8.1
73,62.8,74,29.4,0,108.7,15.88411539,1.98868527,450,12.1
74.4,60.9,66,29.4,0,108.7,15.88411539,1.98868527,450,10.7
65.1,50.4,62.8,29.7,0,108.7,15.88411539,1.98868527,450,9.9
62.6,41.2,46.8,29.8,0,108.7,15.88411539,1.98868527,450,6
65.6,57.1,75.1,29.6,0,108.7,15.88411539,1.98868527,450,6.5
73.3,65.4,77.6,29.5,0,108.7,15.88411539,1.98868527,450,8
66.4,39.3,38,29.7,0,108.7,15.88411539,1.98868527,450,9.5
64.4,45.8,52.5,29.6,0,108.7,15.88411539,1.98868527,450,7.5
75,63.2,68.1,29.4,0,108.7,15.88411539,1.98868527,450,12.2
68.4,60.5,77.2,29.6,0,108.7,15.88411539,1.98868527,450,8.9
59.7,33.6,37.8,29.7,0,108.7,15.88411539,1.98868527,450,8.3
52.1,47.1,84,29.6,0.04,108.7,15.88411539,1.98868527,450,5.2
59,50.6,76.1,29.6,0,108.7,15.88411539,1.98868527,450,4.7
60.8,48,66.6,29.6,0,108.7,15.88411539,1.98868527,450,4.3
64.5,52.7,68.8,29.6,0,108.7,15.88411539,1.98868527,450,7.6
